logFC,AveExpr,t,P.Value,adj.P.Val,B,uniprot_id,contrast,protein,gene,description,phi,neglog10p,pi_score,Pi_score,sig_pi,sig_fdr,direction,shape_class
0.03465134153266547,23.41462142695677,0.1971905985387493,0.8443215953381158,0.9201329238061355,-6.209336650347464,A8MU46,Training_Young,SMTL1_HUMAN,SMTNL1,Smoothelin-like protein 1,0.03465134153266547,0.07349210257063034,0.002546599946128594,0.9941533952311244,FALSE,FALSE,NS,FDR >= 0.05
-0.15808873002587376,17.032751386672636,-1.0004650971947817,0.3209632948585699,0.5493360501850141,-5.743257187810802,A8MXV4,Training_Young,NUD19_HUMAN,NUDT19,Nucleoside diphosphate-linked moiety X motif 19,0.15808873002587376,0.4935446303734382,0.07802384382682613,0.8355571428458473,FALSE,FALSE,NS,FDR >= 0.05
0.2675775738142505,23.684780525636413,3.9055921879132423,2.3425433407962544e-4,0.007381522825233369,0.40788670277029393,E9PAV3,Training_Young,NACAM_HUMAN,NACA,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",0.2675775738142505,3.6303123652237366,0.9713901748744408,0.10680948600308034,FALSE,TRUE,NS,FDR < 0.05
-0.10915628451705217,18.66371385382107,-0.9500940206276282,0.3457430767170868,0.5710086850102668,-5.790517770543364,L0R6Q1,Training_Young,S35U4_HUMAN,SLC35A4,SLC35A4 upstream open reading frame protein,0.10915628451705217,0.4612465075994752,0.05034795501602499,0.8905371573950965,FALSE,FALSE,NS,FDR >= 0.05
-0.13846745231412427,22.347141213884665,-0.8587262610779338,0.3937900939118978,0.6164461740278562,-5.870186845043109,O00151,Training_Young,PDLI1_HUMAN,PDLIM1,PDZ and LIM domain protein 1,0.13846745231412427,0.40473521306715304,0.05604265381522294,0.8789361887184396,FALSE,FALSE,NS,FDR >= 0.05
0.05839962892942907,18.447662054791085,0.5330806524001165,0.5958781165517639,0.7692204301604159,-6.089794204949132,O00159,Training_Young,MYO1C_HUMAN,MYO1C,Unconventional myosin-Ic,0.05839962892942907,0.2248425636192224,0.013130722282904137,0.9702178885011643,FALSE,FALSE,NS,FDR >= 0.05
0.13596222853031392,19.85895032786445,0.844216854295227,0.40178481713176584,0.622458753893414,-5.882116601018105,O00168,Training_Young,PLM_HUMAN,FXYD1,Phospholemman,0.13596222853031392,0.3960064786392325,0.05384192334823221,0.8834013867093544,FALSE,FALSE,NS,FDR >= 0.05
-0.15410246516711013,18.25119932376284,-1.6509141398581173,0.10379885017974358,0.2802256995610723,-4.925916552815888,O00186,Training_Young,STXB3_HUMAN,STXBP3,Syntaxin-binding protein 3,0.15410246516711013,0.9838074573098956,0.15160715442124137,0.7053307947800794,FALSE,FALSE,NS,FDR >= 0.05
-0.3796239366791383,22.64451350364609,-2.9573528281900656,0.004382281265766353,0.038945461960199726,-2.240038831986805,O00217,Training_Young,NDUS8_HUMAN,NDUFS8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",0.3796239366791383,2.3582997517752733,0.895267035638364,0.12727202799593998,FALSE,TRUE,NS,FDR < 0.05
0.1615392591029874,21.83261232871907,3.0274944511555164,0.003586239553735854,0.03462351278243161,-2.0617108337317305,O00231,Training_Young,PSD11_HUMAN,PSMD11,26S proteasome non-ATPase regulatory subunit 11,0.1615392591029874,2.445360703789231,0.3950217563296722,0.4026968603986161,FALSE,TRUE,NS,FDR < 0.05
0.09187801445400723,20.5520090426159,1.000625566129955,0.320886299633019,0.5493360501850141,-5.743102852854009,O00232,Training_Young,PSD12_HUMAN,PSMD12,26S proteasome non-ATPase regulatory subunit 12,0.09187801445400723,0.49364882488267214,0.04535547386777383,0.9008334955943904,FALSE,FALSE,NS,FDR >= 0.05
0.16928440215235696,18.078684053184734,2.04622374715157,0.04496903964716922,0.16640111534945545,-4.250740195990303,O00233,Training_Young,PSMD9_HUMAN,PSMD9,26S proteasome non-ATPase regulatory subunit 9,0.16928440215235696,1.3470863870682281,0.2280407136824235,0.5915061798130126,FALSE,FALSE,NS,FDR >= 0.05
-0.1394860375732634,18.73608440700469,-0.8224570922909201,0.4139598921947022,0.6302873197287078,-5.899635436140582,O00264,Training_Young,PGRC1_HUMAN,PGRMC1,Membrane-associated progesterone receptor component 1,0.1394860375732634,0.38304173482674037,0.0534289738161707,0.8842417696634278,FALSE,FALSE,NS,FDR >= 0.05
0.2982244858762648,19.372071541090907,2.7826081535027853,0.0071315199552833735,0.051366100417252085,-2.6706286840709366,O00299,Training_Young,CLIC1_HUMAN,CLIC1,Chloride intracellular channel protein 1,0.2982244858762648,2.1468178982207555,0.6402336639668482,0.22896354260893947,FALSE,FALSE,NS,FDR >= 0.05
0.10745664128195287,19.653754068548995,1.3449699659171879,0.1835204907309416,0.3937348710227474,-5.357462173264617,O00303,Training_Young,EIF3F_HUMAN,EIF3F,Eukaryotic translation initiation factor 3 subunit F,0.10745664128195287,0.7363154381445561,0.07912198390706353,0.8334470545266628,FALSE,FALSE,NS,FDR >= 0.05
-0.04475539057695954,23.416767717035135,-0.6552257638300681,0.514739406594086,0.716452489912083,-6.019286754430889,O00330,Training_Young,ODPX_HUMAN,PDHX,"Pyruvate dehydrogenase protein X component, mitochondrial",0.04475539057695954,0.28841258245655316,0.012908017775152585,0.970715540016802,FALSE,FALSE,NS,FDR >= 0.05
0.15131578771735832,16.00621847711276,1.5659296141372525,0.12244091567215513,0.3096452175084147,-5.053965182385679,O00399,Training_Young,DCTN6_HUMAN,DCTN6,Dynactin subunit 6,0.15131578771735832,0.9120734311991948,0.13801110969797997,0.7277611874216049,FALSE,FALSE,NS,FDR >= 0.05
0.08082752436903817,21.672215997050895,1.4818704484256915,0.1434254483427928,0.34228724975291225,-5.174476063517725,O00410,Training_Young,IPO5_HUMAN,IPO5,Importin-5,0.08082752436903817,0.8433737838544697,0.06816781506670508,0.854736371691004,FALSE,FALSE,NS,FDR >= 0.05
-0.3397951628813374,16.417183871101827,-2.6069965210709753,0.011419811127912296,0.06832585587517102,-3.0828897870302954,O00418,Training_Young,EF2K_HUMAN,EEF2K,Eukaryotic elongation factor 2 kinase,0.3397951628813374,1.9423410788208,0.6599981032490263,0.21877711788672985,FALSE,FALSE,NS,FDR >= 0.05
-0.08082451309411454,20.48896541039036,-0.917007691782925,0.3626819465585026,0.5871466878736734,-5.820271906497598,O00423,Training_Young,EMAL1_HUMAN,EML1,Echinoderm microtubule-associated protein-like 1,0.08082451309411454,0.4404740620240856,0.03560110159368353,0.9212953907876773,FALSE,FALSE,NS,FDR >= 0.05
0.022726918730718637,20.244950247832413,0.3091878382138119,0.7582123923313069,0.8755657108124874,-6.181654152822382,O00429,Training_Young,DNM1L_HUMAN,DNM1L,Dynamin-1-like protein,0.022726918730718637,0.12020912168072267,0.002731982939128852,0.9937291213565782,FALSE,FALSE,NS,FDR >= 0.05
-0.06302916251548041,20.840617685962084,-0.7856687836141015,0.4350454351921549,0.6493580494364982,-5.928235878105671,O00442,Training_Young,RTCA_HUMAN,RTCA,RNA 3'-terminal phosphate cyclase,0.06302916251548041,0.3614653839124786,0.022782860426340132,0.948892774352302,FALSE,FALSE,NS,FDR >= 0.05
0.011065679926826277,26.111192477359143,0.11746889649234418,0.9068671386889928,0.954029619898673,-6.22158948248596,O00483,Training_Young,NDUA4_HUMAN,NDUFA4,Cytochrome c oxidase subunit NDUFA4,0.011065679926826277,0.04245633494738402,4.698082133938803e-4,0.9989188115171744,FALSE,FALSE,NS,FDR >= 0.05
0.09394360650133038,20.67642448925529,1.4400496774220497,0.15486978521313943,0.3567716093196401,-5.232131563605336,O00487,Training_Young,PSDE_HUMAN,PSMD14,26S proteasome non-ATPase regulatory subunit 14,0.09394360650133038,0.8100333039655937,0.07609744996071628,0.8392716438883409,FALSE,FALSE,NS,FDR >= 0.05
0.20715941729565301,26.344461960250005,3.516103646410378,8.237787683293753e-4,0.014110533096222526,-0.7384131754995789,O00499,Training_Young,BIN1_HUMAN,BIN1,Myc box-dependent-interacting protein 1,0.20715941729565301,3.0841894055286896,0.6389188800787498,0.22965775754923126,FALSE,TRUE,NS,FDR < 0.05
0.10525960550755187,21.010797286529403,0.9817871502321444,0.3300097046932138,0.5563185091530195,-5.761057515191497,O00505,Training_Young,IMA4_HUMAN,KPNA3,Importin subunit alpha-4,0.10525960550755187,0.48147328850775095,0.050679688410749574,0.8898571853310306,FALSE,FALSE,NS,FDR >= 0.05
0.067204246600582,19.596587337985405,0.5696953239697207,0.570937053075206,0.7518104778250078,-6.070162833142756,O00571,Training_Young,DDX3X_HUMAN,DDX3X,ATP-dependent RNA helicase DDX3X,0.067204246600582,0.2434117709293567,0.016358304679020864,0.9630341665782449,FALSE,FALSE,NS,FDR >= 0.05
0.15960784884687484,22.958610078088306,2.4739014583744714,0.016108409149017643,0.08596547998118964,-3.3810710811158535,O00629,Training_Young,IMA3_HUMAN,KPNA4,Importin subunit alpha-3,0.15960784884687484,1.7929473479680103,0.2861684693048833,0.5174060834820889,FALSE,FALSE,NS,FDR >= 0.05
0.16874219885794872,20.470088718417514,1.0499488716261156,0.2978055918486329,0.5288788269953982,-5.69453238660509,O00748,Training_Young,EST2_HUMAN,CES2,Cocaine esterase,0.16874219885794872,0.5260671518282856,0.08876972794644326,0.8151363718801732,FALSE,FALSE,NS,FDR >= 0.05
0.09598857919576886,26.001692314334438,0.6302897668710316,0.5308147824665403,0.7269185028748754,-6.034843786845827,O00757,Training_Young,F16P2_HUMAN,FBP2,"Fructose-1,6-bisphosphatase isozyme 2",0.09598857919576886,0.2750569911311642,0.02640232977654365,0.9410174354169546,FALSE,FALSE,NS,FDR >= 0.05
-0.02632069340848986,19.2753351058978,-0.3865220361716954,0.7004297348005256,0.832519729555857,-6.155416656292717,O00764,Training_Young,PDXK_HUMAN,PDXK,Pyridoxal kinase,0.02632069340848986,0.15463542543028466,0.004070111622841919,0.9906719998983868,FALSE,FALSE,NS,FDR >= 0.05
0.10135867955400357,23.23884205159438,0.8175685875515433,0.41672558253417213,0.6331367219617895,-5.903509671395473,O14521,Training_Young,DHSD_HUMAN,SDHD,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial",0.10135867955400357,0.3801498376459423,0.03853148557646155,0.9150999137623793,FALSE,FALSE,NS,FDR >= 0.05
-0.307742038851643,16.46646707480171,-2.4510668600551586,0.01706824177021565,0.0888746330686775,-3.4309570493695,O14548,Training_Young,COX7R_HUMAN,COX7A2L,"Cytochrome c oxidase subunit 7A-related protein, mitochondrial",0.307742038851643,1.7678112140241804,0.5440298273085995,0.28573942910354244,FALSE,FALSE,NS,FDR >= 0.05
-0.24675019525305686,19.61217542192737,-1.259698612226899,0.21248617926627716,0.429165548895387,-5.463001277419758,O14556,Training_Young,G3PT_HUMAN,GAPDHS,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",0.24675019525305686,0.6726693125011527,0.16598128420039895,0.6823680999710471,FALSE,FALSE,NS,FDR >= 0.05
0.6108800669729924,27.08194341913435,3.9520505489311146,2.0071262517182807e-4,0.007320708556063285,0.5494552421244521,O14558,Training_Young,HSPB6_HUMAN,HSPB6,Heat shock protein beta-6,0.6108800669729924,3.6974253087780453,2.2586834202539694,0.005512093550464395,TRUE,TRUE,Up,FDR < 0.05
-0.3537247104663024,23.429368407319327,-2.836391294524011,0.00615075174030779,0.04838591369042128,-2.540219429217678,O14561,Training_Young,ACPM_HUMAN,NDUFAB1,"Acyl carrier protein, mitochondrial",0.3537247104663024,2.2110718018317677,0.7821107329231476,0.16515406479545444,FALSE,TRUE,NS,FDR < 0.05
-0.24872328434559776,22.356024831765286,-2.2155602331491333,0.030392182155432115,0.13147249470089167,-3.9230314605549834,O14732,Training_Young,IMPA2_HUMAN,IMPA2,Inositol monophosphatase 2,0.24872328434559776,1.5172381165031537,0.3773724474709931,0.41939915636136266,FALSE,FALSE,NS,FDR >= 0.05
0.09041956278973728,20.864244213374338,1.164278382191222,0.24875928620415913,0.47444932392983313,-5.573315432054127,O14737,Training_Young,PDCD5_HUMAN,PDCD5,Programmed cell death protein 5,0.09041956278973728,0.6042206980316919,0.054633371344535456,0.8817929629293166,FALSE,FALSE,NS,FDR >= 0.05
0.1303114722119929,20.03653410891103,1.735940538830191,0.08752779512493808,0.2533942391490954,-4.791639190580292,O14744,Training_Young,ANM5_HUMAN,PRMT5,Protein arginine N-methyltransferase 5,0.1303114722119929,1.0578540115203239,0.1378505136265759,0.7280303531712062,FALSE,FALSE,NS,FDR >= 0.05
0.1170808066420932,23.6552137323145,2.1922176212570346,0.03211604355713916,0.13507817131755162,-3.969527883018143,O14818,Training_Young,PSA7_HUMAN,PSMA7,Proteasome subunit alpha type-7,0.1170808066420932,1.4932779617475345,0.1748341883022621,0.6685991370155613,FALSE,FALSE,NS,FDR >= 0.05
-0.16217744321513194,18.92355651147673,-1.9253249899290168,0.0587656451473877,0.1971851979353104,-4.47083713818961,O14841,Training_Young,OPLA_HUMAN,OPLAH,5-oxoprolinase,0.16217744321513194,1.230876491666657,0.1996204023321101,0.6315090775772755,FALSE,FALSE,NS,FDR >= 0.05
-0.45886803443952573,24.536769202835565,-4.05049558421119,1.4423188771390616e-4,0.005891317875083398,0.852613833453912,O14880,Training_Young,MGST3_HUMAN,MGST3,Microsomal glutathione S-transferase 3,0.45886803443952573,3.84093871238218,1.7624839973534938,0.017278896476714146,TRUE,TRUE,Down,FDR < 0.05
-0.2959947310528186,20.542107731029734,-1.844489628954346,0.06987670002663138,0.22053211122817984,-4.611390760029195,O14924,Training_Young,RGS12_HUMAN,RGS12,Regulator of G-protein signaling 12,0.2959947310528186,1.1556676130489358,0.34207152431087257,0.45491313396696764,FALSE,FALSE,NS,FDR >= 0.05
-0.07600689082089218,18.78983049008028,-0.22076923966672582,0.8259954805396879,0.9104381944298375,-6.204524426872789,O14929,Training_Young,HAT1_HUMAN,HAT1,Histone acetyltransferase type B catalytic subunit,0.07600689082089218,0.08302232892906625,0.006310269090607737,0.9855751185090056,FALSE,FALSE,NS,FDR >= 0.05
-0.15296397583665566,25.01447083329647,-1.8604258779818907,0.06755610504585419,0.21529744754594488,-4.584105418978453,O14949,Training_Young,QCR8_HUMAN,UQCRQ,Cytochrome b-c1 complex subunit 8,0.15296397583665566,1.1703353976720074,0.17901915549028374,0.6621872958656422,FALSE,FALSE,NS,FDR >= 0.05
-0.031879106996644424,21.002867479101024,-0.23697950203813753,0.8134517597376939,0.9036462017169778,-6.200901604191074,O14950,Training_Young,ML12B_HUMAN,MYL12B,Myosin regulatory light chain 12B,0.031879106996644424,0.08966819699992841,0.0028585420463569083,0.9934395778495998,FALSE,FALSE,NS,FDR >= 0.05
-0.38857482065228766,21.532347451657515,-2.491463629450033,0.01540355668849848,0.08324975675921314,-3.3424477652709625,O14957,Training_Young,QCR10_HUMAN,UQCR11,Cytochrome b-c1 complex subunit 10,0.38857482065228766,1.8123789887840056,0.7042448405207195,0.19758554056957872,FALSE,FALSE,NS,FDR >= 0.05
0.15440540406130765,25.64672964483922,1.022293152371934,0.31060338135447657,0.5398703616995976,-5.7220438432321945,O14958,Training_Young,CASQ2_HUMAN,CASQ2,Calsequestrin-2,0.15440540406130765,0.5077938206757244,0.07840611006127043,0.8348220085836208,FALSE,FALSE,NS,FDR >= 0.05
-0.06222593221828987,16.38986220435423,-0.6499654469454648,0.5181088613066129,0.7189801147213065,-6.022618087001648,O14964,Training_Young,HGS_HUMAN,HGS,Hepatocyte growth factor-regulated tyrosine kinase substrate,0.06222593221828987,0.2855789798347584,0.017770418242166044,0.9599079350192363,FALSE,FALSE,NS,FDR >= 0.05
-0.25230770491685917,18.6473750902593,-2.154976223021523,0.03504419833987046,0.14282182720065606,-4.042840591846585,O14979,Training_Young,HNRDL_HUMAN,HNRNPDL,Heterogeneous nuclear ribonucleoprotein D-like,0.25230770491685917,1.4553838703516526,0.3672045641014412,0.4293341514745434,FALSE,FALSE,NS,FDR >= 0.05
0.056279892560699096,18.79266351743456,0.7753046090093121,0.44109852722110243,0.6542550780849313,-5.936061945624758,O14980,Training_Young,XPO1_HUMAN,XPO1,Exportin-1,0.056279892560699096,0.3554643922801193,0.02000549780667931,0.9549804966866541,FALSE,FALSE,NS,FDR >= 0.05
0.08567963595085715,28.306311430351034,0.7423393595045705,0.460677065887222,0.6724935312333055,-5.960276557875751,O14983,Training_Young,AT2A1_HUMAN,ATP2A1,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,0.08567963595085715,0.3366034079047947,0.028840057449100683,0.9357502300393881,FALSE,FALSE,NS,FDR >= 0.05
-0.048104910310076576,22.902158846414668,-0.2125955239846409,0.8323379277993943,0.913915451436114,-6.206254015071441,O15056,Training_Young,SYNJ2_HUMAN,SYNJ2,Synaptojanin-2,0.048104910310076576,0.07970031507666417,0.0038339765084477737,0.9912107957254487,FALSE,FALSE,NS,FDR >= 0.05
0.03660228237616536,21.165489251146624,0.1727130347934044,0.8634379947265245,0.9342548654096474,-6.213758640458086,O15061,Training_Young,SYNEM_HUMAN,SYNM,Synemin,0.03660228237616536,0.06376884456437838,0.002334085255547175,0.9946399864950316,FALSE,FALSE,NS,FDR >= 0.05
0.34600870869327593,17.13126172492319,2.7650097147797696,0.007482430610146339,0.053072053752670545,-2.7128835947061005,O15143,Training_Young,ARC1B_HUMAN,ARPC1B,Actin-related protein 2/3 complex subunit 1B,0.34600870869327593,2.125957301987975,0.7355997407979001,0.18382317340040402,FALSE,FALSE,NS,FDR >= 0.05
-0.09591145845487148,16.68840993887583,-1.216195667588311,0.2285075075743513,0.4487921150295803,-5.514319872402164,O15144,Training_Young,ARPC2_HUMAN,ARPC2,Actin-related protein 2/3 complex subunit 2,0.09591145845487148,0.6410995266901874,0.061488790619583684,0.8679829801233208,FALSE,FALSE,NS,FDR >= 0.05
0.1252408367778166,21.233548682383745,1.000567147364628,0.32091432833762545,0.5493360501850141,-5.743159041313606,O15173,Training_Young,PGRC2_HUMAN,PGRMC2,Membrane-associated progesterone receptor component 2,0.1252408367778166,0.4936108918822271,0.06182024114197449,0.8673207942810155,FALSE,FALSE,NS,FDR >= 0.05
-0.043088723482693325,20.45926989645674,-0.5314876628599964,0.5969746849847988,0.7692204301604159,-6.090619000874005,O15212,Training_Young,PFD6_HUMAN,PFDN6,Prefoldin subunit 6,0.043088723482693325,0.22404408495859507,0.009653773624713953,0.9780166004272252,FALSE,FALSE,NS,FDR >= 0.05
-0.43885466201822254,20.78161743946543,-1.9386194514850519,0.057090301268753155,0.19308885333571926,-4.447210640975183,O15239,Training_Young,NDUA1_HUMAN,NDUFA1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1,0.43885466201822254,1.2434376651906924,0.545688416297989,0.28465025925870263,FALSE,FALSE,NS,FDR >= 0.05
0.21738045545476936,24.38796166320831,1.7040296538076631,0.09336885257376513,0.2630178287356461,-4.842751694975605,O15260,Training_Young,SURF4_HUMAN,SURF4,Surfeit locus protein 4,0.21738045545476936,1.029797978281548,0.2238579535452436,0.5972305932706892,FALSE,FALSE,NS,FDR >= 0.05
-0.20113408056683113,19.490127579722706,-1.6997464861529075,0.09417670528477713,0.2645916958000881,-4.8495467173331415,O15264,Training_Young,MK13_HUMAN,MAPK13,Mitogen-activated protein kinase 13,0.20113408056683113,1.0260565071579981,0.20637493217683814,0.6217632769294411,FALSE,FALSE,NS,FDR >= 0.05
-0.1500418245372117,20.986827139719928,-0.6389094393329264,0.5252285999434338,0.7244061988830217,-6.029533483682779,O15273,Training_Young,TELT_HUMAN,TCAP,Telethonin,0.1500418245372117,0.27965163357372547,0.041959441336213536,0.9079053152918701,FALSE,FALSE,NS,FDR >= 0.05
0.027767763489467967,17.912532097880067,0.1734206776679422,0.8628841334580416,0.9341314472298065,-6.2136390074724686,O15305,Training_Young,PMM2_HUMAN,PMM2,Phosphomannomutase 2,0.027767763489467967,0.06404751665803707,0.001778456294648133,0.9959133263186282,FALSE,FALSE,NS,FDR >= 0.05
0.04601460726636475,18.851328934930343,0.525807276700297,0.6008925344409467,0.7721087375393653,-6.093540204716259,O15371,Training_Young,EIF3D_HUMAN,EIF3D,Eukaryotic translation initiation factor 3 subunit D,0.04601460726636475,0.2212031916786271,0.010178577991158429,0.9768354723891364,FALSE,FALSE,NS,FDR >= 0.05
0.021690357125365267,15.884335700321229,0.15696861929353426,0.8757781890943952,0.9418495562716432,-6.216293967127965,O15372,Training_Young,EIF3H_HUMAN,EIF3H,Eukaryotic translation initiation factor 3 subunit H,0.021690357125365267,0.05760587493962418,0.0012494919999595777,0.9971270731226698,FALSE,FALSE,NS,FDR >= 0.05
-0.022008440200849577,20.946673339642356,-0.19863773018000722,0.8431942365125695,0.9193760566492288,-6.209056919084691,O15382,Training_Young,BCAT2_HUMAN,BCAT2,"Branched-chain-amino-acid aminotransferase, mitochondrial",0.022008440200849577,0.0740723706554163,0.0016302173401048948,0.9962533222323405,FALSE,FALSE,NS,FDR >= 0.05
0.17892180235371669,17.044462808990644,1.834055412089854,0.07143212433477887,0.2230582364715968,-4.629142315645977,O15400,Training_Young,STX7_HUMAN,STX7,Syntaxin-7,0.17892180235371669,1.1461064341096234,0.20506342888008505,0.6236437454161339,FALSE,FALSE,NS,FDR >= 0.05
-0.5673163233483578,20.302762001284965,-3.1861569857070933,0.0022556376183273624,0.026682601918056863,-1.647175562045267,O15427,Training_Young,MOT4_HUMAN,SLC16A3,Monocarboxylate transporter 4,0.5673163233483578,2.6467306710903533,1.501533513216311,0.03151131207378516,TRUE,TRUE,Down,FDR < 0.05
0.11002080170475637,19.01104976916792,1.5534151717074163,0.125399742172122,0.3148333952406467,-5.072295485861672,O15498,Training_Young,YKT6_HUMAN,YKT6,Synaptobrevin homolog YKT6,0.11002080170475637,0.9017033564346469,0.09920612617480955,0.7957815644922994,FALSE,FALSE,NS,FDR >= 0.05
-0.041580449781630335,17.970279574047414,-0.2682008096337361,0.7894325731010812,0.8921789948946082,-6.193202443778921,O15511,Training_Young,ARPC5_HUMAN,ARPC5,Actin-related protein 2/3 complex subunit 5,0.041580449781630335,0.10268495796811242,0.00426968673812192,0.9902168523768708,FALSE,FALSE,NS,FDR >= 0.05
-0.286030571719067,15.263545214462873,-2.8398502048174947,0.006092144506742019,0.048352977661353075,-2.53176734496838,O15533,Training_Young,TPSN_HUMAN,TAPBP,Tapasin,0.286030571719067,2.2152298036721194,0.6336234472334529,0.23247515865183402,FALSE,TRUE,NS,FDR < 0.05
0.0662467892724834,16.618885375345982,0.8062505228161728,0.42317151708232614,0.6392719077402992,-5.912392757024603,O43143,Training_Young,DHX15_HUMAN,DHX15,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,0.0662467892724834,0.37348357157368667,0.02474208746277649,0.9446216880371152,FALSE,FALSE,NS,FDR >= 0.05
0.04789863243265913,21.22559103687503,0.29132778335554615,0.7717703439727757,0.8827357084535139,-6.186887304009127,O43169,Training_Young,CYB5B_HUMAN,CYB5B,Cytochrome b5 type B,0.04789863243265913,0.11251191363250013,0.005389166795378213,0.9876676592227673,FALSE,FALSE,NS,FDR >= 0.05
-0.3615664397693621,24.695432705640936,-2.6747517964688305,0.009544308140378112,0.060877208679168494,-2.9263230623792165,O43181,Training_Young,NDUS4_HUMAN,NDUFS4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",0.3615664397693621,2.0202555478052777,0.7304566058442565,0.18601304158175436,FALSE,FALSE,NS,FDR >= 0.05
0.05738021009744898,16.70319856826566,0.5404156842879789,0.5908410689914968,0.7661455619889739,-6.0859648283830525,O43237,Training_Young,DC1L2_HUMAN,DYNC1LI2,Cytoplasmic dynein 1 light intermediate chain 2,0.05738021009744898,0.22852932477429905,0.013113060668977432,0.9702573455122948,FALSE,FALSE,NS,FDR >= 0.05
0.15634826060394857,19.989198444221564,1.9574366171732347,0.05478867144389865,0.18739313711246497,-4.413524599273243,O43242,Training_Young,PSMD3_HUMAN,PSMD3,26S proteasome non-ATPase regulatory subunit 3,0.15634826060394857,1.2613092305304159,0.19720350427713532,0.6350332944655721,FALSE,FALSE,NS,FDR >= 0.05
-0.16870107199821405,19.676668270551634,-1.3440149801661645,0.18382741913548023,0.39373686852000467,-5.358680230429406,O43374,Training_Young,RASL2_HUMAN,RASA4,Ras GTPase-activating protein 4,0.16870107199821405,0.7355897100820371,0.12409477264169513,0.7514588912080844,FALSE,FALSE,NS,FDR >= 0.05
