logFC,AveExpr,t,P.Value,adj.P.Val,B,uniprot_id,contrast,protein,gene,description
-0.38857482065228766,21.532347451657515,-2.491463629450033,0.01540355668849848,0.08324975675921314,-3.3424477652709625,O14957,Training_Young,QCR10_HUMAN,UQCR11,Cytochrome b-c1 complex subunit 10
0.15440540406130765,25.64672964483922,1.022293152371934,0.31060338135447657,0.5398703616995976,-5.7220438432321945,O14958,Training_Young,CASQ2_HUMAN,CASQ2,Calsequestrin-2
-0.06222593221828987,16.38986220435423,-0.6499654469454648,0.5181088613066129,0.7189801147213065,-6.022618087001648,O14964,Training_Young,HGS_HUMAN,HGS,Hepatocyte growth factor-regulated tyrosine kinase substrate
-0.25230770491685917,18.6473750902593,-2.154976223021523,0.03504419833987046,0.14282182720065606,-4.042840591846585,O14979,Training_Young,HNRDL_HUMAN,HNRNPDL,Heterogeneous nuclear ribonucleoprotein D-like
0.056279892560699096,18.79266351743456,0.7753046090093121,0.44109852722110243,0.6542550780849313,-5.936061945624758,O14980,Training_Young,XPO1_HUMAN,XPO1,Exportin-1
0.08567963595085715,28.306311430351034,0.7423393595045705,0.460677065887222,0.6724935312333055,-5.960276557875751,O14983,Training_Young,AT2A1_HUMAN,ATP2A1,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1
-0.048104910310076576,22.902158846414668,-0.2125955239846409,0.8323379277993943,0.913915451436114,-6.206254015071441,O15056,Training_Young,SYNJ2_HUMAN,SYNJ2,Synaptojanin-2
0.03660228237616536,21.165489251146624,0.1727130347934044,0.8634379947265245,0.9342548654096474,-6.213758640458086,O15061,Training_Young,SYNEM_HUMAN,SYNM,Synemin
0.34600870869327593,17.13126172492319,2.7650097147797696,0.007482430610146339,0.053072053752670545,-2.7128835947061005,O15143,Training_Young,ARC1B_HUMAN,ARPC1B,Actin-related protein 2/3 complex subunit 1B
-0.09591145845487148,16.68840993887583,-1.216195667588311,0.2285075075743513,0.4487921150295803,-5.514319872402164,O15144,Training_Young,ARPC2_HUMAN,ARPC2,Actin-related protein 2/3 complex subunit 2
0.1252408367778166,21.233548682383745,1.000567147364628,0.32091432833762545,0.5493360501850141,-5.743159041313606,O15173,Training_Young,PGRC2_HUMAN,PGRMC2,Membrane-associated progesterone receptor component 2
-0.043088723482693325,20.45926989645674,-0.5314876628599964,0.5969746849847988,0.7692204301604159,-6.090619000874005,O15212,Training_Young,PFD6_HUMAN,PFDN6,Prefoldin subunit 6
-0.43885466201822254,20.78161743946543,-1.9386194514850519,0.057090301268753155,0.19308885333571926,-4.447210640975183,O15239,Training_Young,NDUA1_HUMAN,NDUFA1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1
0.21738045545476936,24.38796166320831,1.7040296538076631,0.09336885257376513,0.2630178287356461,-4.842751694975605,O15260,Training_Young,SURF4_HUMAN,SURF4,Surfeit locus protein 4
-0.20113408056683113,19.490127579722706,-1.6997464861529075,0.09417670528477713,0.2645916958000881,-4.8495467173331415,O15264,Training_Young,MK13_HUMAN,MAPK13,Mitogen-activated protein kinase 13
-0.1500418245372117,20.986827139719928,-0.6389094393329264,0.5252285999434338,0.7244061988830217,-6.029533483682779,O15273,Training_Young,TELT_HUMAN,TCAP,Telethonin
0.027767763489467967,17.912532097880067,0.1734206776679422,0.8628841334580416,0.9341314472298065,-6.2136390074724686,O15305,Training_Young,PMM2_HUMAN,PMM2,Phosphomannomutase 2
0.04601460726636475,18.851328934930343,0.525807276700297,0.6008925344409467,0.7721087375393653,-6.093540204716259,O15371,Training_Young,EIF3D_HUMAN,EIF3D,Eukaryotic translation initiation factor 3 subunit D
0.021690357125365267,15.884335700321229,0.15696861929353426,0.8757781890943952,0.9418495562716432,-6.216293967127965,O15372,Training_Young,EIF3H_HUMAN,EIF3H,Eukaryotic translation initiation factor 3 subunit H
-0.022008440200849577,20.946673339642356,-0.19863773018000722,0.8431942365125695,0.9193760566492288,-6.209056919084691,O15382,Training_Young,BCAT2_HUMAN,BCAT2,"Branched-chain-amino-acid aminotransferase, mitochondrial"
0.17892180235371669,17.044462808990644,1.834055412089854,0.07143212433477887,0.2230582364715968,-4.629142315645977,O15400,Training_Young,STX7_HUMAN,STX7,Syntaxin-7
-0.5673163233483578,20.302762001284965,-3.1861569857070933,0.0022556376183273624,0.026682601918056863,-1.647175562045267,O15427,Training_Young,MOT4_HUMAN,SLC16A3,Monocarboxylate transporter 4
0.11002080170475637,19.01104976916792,1.5534151717074163,0.125399742172122,0.3148333952406467,-5.072295485861672,O15498,Training_Young,YKT6_HUMAN,YKT6,Synaptobrevin homolog YKT6
-0.041580449781630335,17.970279574047414,-0.2682008096337361,0.7894325731010812,0.8921789948946082,-6.193202443778921,O15511,Training_Young,ARPC5_HUMAN,ARPC5,Actin-related protein 2/3 complex subunit 5
-0.286030571719067,15.263545214462873,-2.8398502048174947,0.006092144506742019,0.048352977661353075,-2.53176734496838,O15533,Training_Young,TPSN_HUMAN,TAPBP,Tapasin
0.0662467892724834,16.618885375345982,0.8062505228161728,0.42317151708232614,0.6392719077402992,-5.912392757024603,O43143,Training_Young,DHX15_HUMAN,DHX15,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15
0.04789863243265913,21.22559103687503,0.29132778335554615,0.7717703439727757,0.8827357084535139,-6.186887304009127,O43169,Training_Young,CYB5B_HUMAN,CYB5B,Cytochrome b5 type B
-0.3615664397693621,24.695432705640936,-2.6747517964688305,0.009544308140378112,0.060877208679168494,-2.9263230623792165,O43181,Training_Young,NDUS4_HUMAN,NDUFS4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial"
0.05738021009744898,16.70319856826566,0.5404156842879789,0.5908410689914968,0.7661455619889739,-6.0859648283830525,O43237,Training_Young,DC1L2_HUMAN,DYNC1LI2,Cytoplasmic dynein 1 light intermediate chain 2
0.15634826060394857,19.989198444221564,1.9574366171732347,0.05478867144389865,0.18739313711246497,-4.413524599273243,O43242,Training_Young,PSMD3_HUMAN,PSMD3,26S proteasome non-ATPase regulatory subunit 3
-0.16870107199821405,19.676668270551634,-1.3440149801661645,0.18382741913548023,0.39373686852000467,-5.358680230429406,O43374,Training_Young,RASL2_HUMAN,RASA4,Ras GTPase-activating protein 4
0.04493644072633529,19.25276612220103,0.521660024823261,0.6037604502993497,0.7732062787324875,-6.0956533341575465,O43390,Training_Young,HNRPR_HUMAN,HNRNPR,Heterogeneous nuclear ribonucleoprotein R
0.09981205526639059,21.097390184085643,1.7787668439907098,0.08016650442753165,0.2401603038139312,-4.72169816652532,O43396,Training_Young,TXNL1_HUMAN,TXNL1,Thioredoxin-like protein 1
-0.1029677035442802,19.9873446624688,-1.7472712294146182,0.08552782077453415,0.24987770471129372,-4.773284261948362,O43399,Training_Young,TPD54_HUMAN,TPD52L2,Tumor protein D54
-0.2509976542018215,18.891820140681798,-1.9873346227653146,0.05129479498400538,0.18068017337649656,-4.359414266319933,O43414,Training_Young,ERI3_HUMAN,ERI3,ERI1 exoribonuclease 3
-0.07242592409598814,21.108419448140868,-0.9389941237023407,0.3513673303660736,0.5753725586280081,-5.800613924495492,O43488,Training_Young,ARK72_HUMAN,AKR7A2,Aflatoxin B1 aldehyde reductase member 2
-0.06414763223621733,24.530033905444096,-0.39315250843142374,0.6955516729370426,0.8281804345926502,-6.152896850484099,O43561,Training_Young,LAT_HUMAN,LAT,Linker for activation of T-cells family member 1
-0.02198911835877837,20.954403944488845,-0.308816090116139,0.758493836108746,0.8755657108124874,-6.181766240578385,O43583,Training_Young,DENR_HUMAN,DENR,Density-regulated protein
-0.05563731603167099,21.73087728680859,-0.5311661964448483,0.5971960872573097,0.7692204301604159,-6.0907851487646925,O43598,Training_Young,DNPH1_HUMAN,DNPH1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1
0.028267383263571588,20.845785400974865,0.29997915401995917,0.7651936930575832,0.8798546788432471,-6.184391132697828,O43615,Training_Young,TIM44_HUMAN,TIMM44,Mitochondrial import inner membrane translocase subunit TIM44
0.007796383171495336,16.17155942828694,0.08305103584853213,0.9340777642618249,0.9649713868152316,-6.22496139606981,O43617,Training_Young,TPPC3_HUMAN,TRAPPC3,Trafficking protein particle complex subunit 3
0.06544339425788337,19.417347189971565,0.9752347190806943,0.33322297747604457,0.558174766687002,-5.767225114060069,O43633,Training_Young,CHM2A_HUMAN,CHMP2A,Charged multivesicular body protein 2a
-0.37539750327321997,23.458916660178602,-3.1478417352222494,0.0025261069058044464,0.028239216146992863,-1.7486704064766334,O43674,Training_Young,NDUB5_HUMAN,NDUFB5,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial"
-0.3864421642612754,23.911759498629664,-2.9907323717265655,0.003984937670135347,0.03672697504934689,-2.1555591173501165,O43676,Training_Young,NDUB3_HUMAN,NDUFB3,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3
-0.3016291977234431,24.5529791193806,-2.660559140766731,0.009912148028243254,0.06210443189377189,-2.9593812151484653,O43678,Training_Young,NDUA2_HUMAN,NDUFA2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2
-0.06929709588894006,15.984119375158896,-0.7542232572458774,0.45356226045502834,0.6671511365695846,-5.95166620567024,O43684,Training_Young,BUB3_HUMAN,BUB3,Mitotic checkpoint protein BUB3
-0.7896314299011244,24.39697576505684,-2.060775131823554,0.04351392917305245,0.1632547116404747,-4.223461851862387,O43707,Training_Young,ACTN4_HUMAN,ACTN4,Alpha-actinin-4
-0.08798688523454956,19.906708473696163,-0.6201647672758623,0.5374157521342537,0.7305721152797431,-6.040990553499641,O43708,Training_Young,MAAI_HUMAN,GSTZ1,Maleylacetoacetate isomerase
0.11472479430204885,19.8986649738771,1.4999282650628913,0.13869398327862006,0.33513084358495865,-5.149106885381801,O43741,Training_Young,AAKB2_HUMAN,PRKAB2,5'-AMP-activated protein kinase subunit beta-2
0.010569553706723411,16.45668428437534,0.09576678465388322,0.9240137966963351,0.9603883924672671,-6.223850420452567,O43747,Training_Young,AP1G1_HUMAN,AP1G1,AP-1 complex subunit gamma-1
-0.21448964959659023,20.180271537764806,-1.6802805305061903,0.097920814321915,0.2708122521090462,-4.880232679474822,O43760,Training_Young,SNG2_HUMAN,SYNGR2,Synaptogyrin-2
-0.10613372054240955,22.270347645569803,-1.4604981181707382,0.14918820766835625,0.349621109064127,-5.204132646158465,O43765,Training_Young,SGTA_HUMAN,SGTA,Small glutamine-rich tetratricopeptide repeat-containing protein alpha
-0.07228390852737832,21.582365214669288,-0.6440463672216721,0.5219142044538657,0.7217094858463612,-6.0263349512092965,O43768,Training_Young,ENSA_HUMAN,ENSA,Alpha-endosulfine
-0.12349021883883182,20.90547483067009,-0.9453552618634837,0.3481369525895631,0.5718815833721825,-5.794842099233314,O43772,Training_Young,MCAT_HUMAN,SLC25A20,Mitochondrial carnitine/acylcarnitine carrier protein
0.022299629573211632,20.29129097176983,0.24103426127464547,0.8103216425726707,0.9030027118700695,-6.199955363880337,O43776,Training_Young,SYNC_HUMAN,NARS1,"Asparagine--tRNA ligase, cytoplasmic"
-0.21590099624280867,21.536497402218483,-2.3001720228643308,0.024807102483276063,0.11364479369268363,-3.7510118374293993,O43813,Training_Young,LANC1_HUMAN,LANCL1,Glutathione S-transferase LANCL1
0.05762791450640847,18.52768342619735,0.40185377380101917,0.6891696790773951,0.8237458628927333,-6.149525386608741,O43826,Training_Young,G6PT1_HUMAN,SLC37A4,Glucose-6-phosphate exchanger SLC37A4
0.2650881162891139,22.761633592011677,2.483462874308301,0.015721143281691406,0.08432249578361754,-3.360070807888539,O43837,Training_Young,IDH3B_HUMAN,IDH3B,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial"
0.3927553685502332,21.563567808245065,3.9540334130939283,1.9938909941084805e-4,0.007320708556063285,0.5555191134222639,O43852,Training_Young,CALU_HUMAN,CALU,Calumenin
0.297317851207648,19.536637140637318,3.140938931475514,0.002577954448700183,0.028518621088745772,-1.7668625983060116,O43865,Training_Young,SAHH2_HUMAN,AHCYL1,S-adenosylhomocysteine hydrolase-like protein 1
-0.4252085962504104,22.68659721060378,-3.016978584502978,0.0036963196993395047,0.03536478847476175,-2.0886422743930018,O43920,Training_Young,NDUS5_HUMAN,NDUFS5,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5
-0.4988473632984771,19.523419021948975,-2.6636402827406798,0.009831210035444914,0.06187157914013041,-2.9522162355652273,O60220,Training_Young,TIM8A_HUMAN,TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A
0.24367343861074886,15.556577141702727,1.8138179023131449,0.07453181784390485,0.2290538629082305,-4.663315391133557,O60237,Training_Young,MYPT2_HUMAN,PPP1R12B,Protein phosphatase 1 regulatory subunit 12B
-0.15912394290499066,22.938926132494593,-1.1755390383202424,0.2442609924861101,0.4673967099463945,-5.560728075476828,O60256,Training_Young,KPRB_HUMAN,PRPSAP2,Phosphoribosyl pyrophosphate synthase-associated protein 2
0.004730477400133992,15.855592106766435,0.039459945330331446,0.9686501202086704,0.9847584017045964,-6.2275708650971255,O60271,Training_Young,JIP4_HUMAN,SPAG9,C-Jun-amino-terminal kinase-interacting protein 4
0.10908416126227038,21.039779047567645,1.2063883829868949,0.23223807891589882,0.45280550837426475,-5.5256521541110315,O60313,Training_Young,OPA1_HUMAN,OPA1,"Dynamin-like 120 kDa protein, mitochondrial"
-0.18205136388399623,17.604578363814838,-2.0694782023405884,0.04266325065280055,0.1629797560909143,-4.2070668058429845,O60343,Training_Young,TBCD4_HUMAN,TBC1D4,TBC1 domain family member 4
-0.08063539309123158,20.76773889125087,-1.2705281354317317,0.20863018169165456,0.42486146300390637,-5.4499601710891925,O60493,Training_Young,SNX3_HUMAN,SNX3,Sorting nexin-3
0.10385974037701473,18.57330196162234,1.38101148879124,0.17221915155168027,0.38103487280809256,-5.310897871349742,O60506,Training_Young,HNRPQ_HUMAN,SYNCRIP,Heterogeneous nuclear ribonucleoprotein Q
-0.28411322175018405,13.895287901123195,-2.300286326651321,0.024800218168484083,0.11364479369268363,-3.7507757920955034,O60613,Training_Young,SEP15_HUMAN,SELENOF,Selenoprotein F
0.4977362275488524,25.34062689264519,2.3866672242728044,0.02005798323980461,0.09839066143497689,-3.5696055893094045,O60662,Training_Young,KLH41_HUMAN,KLHL41,Kelch-like protein 41
0.26445220111254386,23.653682170907352,3.239843049576964,0.0019220956553980444,0.02474261316403301,-1.503509059920055,O60664,Training_Young,PLIN3_HUMAN,PLIN3,Perilipin-3
0.057379790623805604,19.989222110509004,0.7982160605548436,0.42778343207312797,0.6434929247332322,-5.918625134591474,O60684,Training_Young,IMA7_HUMAN,KPNA6,Importin subunit alpha-7
-0.0739910431726365,19.079090429768414,-0.8803587947058166,0.382055202968012,0.6093052314021736,-5.8520322502266096,O60749,Training_Young,SNX2_HUMAN,SNX2,Sorting nexin-2
-0.0736757829228516,22.558281828957746,-0.8746041257635949,0.38515526706430503,0.6115455363707415,-5.856904707164387,O60763,Training_Young,USO1_HUMAN,USO1,General vesicular transport factor p115
-0.07532133391907436,22.498798583324724,-0.8404205207864324,0.40389296269321484,0.6248132940716593,-5.8852052181753844,O60784,Training_Young,TOM1_HUMAN,TOM1,Target of Myb protein 1
-0.04041875877737766,19.96191951027439,-0.34461978995564035,0.7315432007782334,0.8582040019715566,-6.170354149856391,O60825,Training_Young,F262_HUMAN,PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2"
-0.041587537469801816,20.02199902110298,-0.40381319126922033,0.6877356326941136,0.8235901941849777,-6.148756048333118,O60869,Training_Young,EDF1_HUMAN,EDF1,Endothelial differentiation-related factor 1
0.2231545565403188,22.855391747453638,3.0606141001177187,0.0032591782277955994,0.032499974440553296,-1.976443533334396,O60884,Training_Young,DNJA2_HUMAN,DNAJA2,DnaJ homolog subfamily A member 2
-0.14795523516622566,21.95093380316781,-1.0565149444924382,0.2948208800865245,0.5257762798520387,-5.6878965729247195,O60888,Training_Young,CUTA_HUMAN,CUTA,Protein CutA
-0.18797787886707695,19.515098876733088,-2.2847353634387177,0.025752540424517786,0.11650131664608869,-3.782799357394892,O60925,Training_Young,PFD1_HUMAN,PFDN1,Prefoldin subunit 1
-0.11700087983050267,21.62926879580469,-1.1041780262991971,0.27377087696826463,0.5073757702851565,-5.638534479781812,O60936,Training_Young,NOL3_HUMAN,NOL3,Nucleolar protein 3
