contrast,logFC,AveExpr,t,P.Value,adj.P.Val,B,count,sca.t,sca.P.Value,sca.adj.pval,uniprot_id,gene,protein,description
Training_Young,0.7090372092395079,17.586233480393023,4.125187856665429,1.3388735364626731e-4,0.008572847825895843,0.982839591454205,9,4.143143028148962,1.250808633546385e-4,0.008390942611061386,Q16658,FSCN1,FSCN1_HUMAN,Fascin
Training_Young,-0.3593494129071608,22.55397740027451,-4.108829974552818,1.185831104521284e-4,0.00832105459669814,1.0365565770861114,5,-4.0834081187244,1.284205288883041e-4,0.008390942611061386,P24666,ACP1,PPAC_HUMAN,Low molecular weight phosphotyrosine protein phosphatase
Training_Young,0.34633108517838807,22.85962706334434,4.0289269167040835,1.5538818485663646e-4,0.009381006702916368,0.7885298133322074,21,4.071266016763536,1.3381948989838366e-4,0.008390942611061386,P17655,CAPN2,CAN2_HUMAN,Calpain-2 catalytic subunit
Training_Young,0.32091061767266993,21.47437325388066,4.031322949548136,1.54139540007948e-4,0.009381006702916368,0.7959275804722674,13,4.068635800068568,1.3501753373217564e-4,0.008390942611061386,P54619,PRKAG1,AAKG1_HUMAN,5'-AMP-activated protein kinase subunit gamma-1
Training_Young,0.24674539245804894,24.11557068602562,3.9595299754603768,1.960902326965007e-4,0.010105821016773316,0.5753549130658993,16,4.022832143131884,1.5761624315856201e-4,0.00937517997444498,P26641,EEF1G,EF1G_HUMAN,Elongation factor 1-gamma
Training_Young,0.728895863528038,20.70349200448106,4.007221181740933,1.7199987453394688e-4,0.009822587429465669,0.704929149601262,14,4.027393926491661,1.5972857504970153e-4,0.00937517997444498,P15311,EZR,EZRI_HUMAN,Ezrin
Training_Young,-0.38209782619544796,19.54466073022047,-4.1424755984189865,1.1700067951697952e-4,0.00832105459669814,1.088449109866768,2,-4.031908529448284,1.675271661213295e-4,0.009567159513901871,Q969T9,WBP2,WBP2_HUMAN,WW domain-binding protein 2
Training_Young,-1.435991347017385,21.38352833649298,-3.999616122965034,1.8468535406275586e-4,0.00995995342781532,0.6658834864110004,4,-4.010899102540129,1.766681084949741e-4,0.009823676664470534,P02462,COL4A1,CO4A1_HUMAN,Collagen alpha-1(IV) chain
Training_Young,1.2583920402540407,24.837776915883232,3.9796330468568866,0.00018854620781477179,0.00995995342781532,0.6265886348237544,2,3.985739975851313,1.8356963015978342e-4,0.00994570842378519,P06703,S100A6,S10A6_HUMAN,Protein S100-A6
Training_Young,0.25484272991953105,23.556428079277556,3.9113025187497645,2.302264345806415e-4,0.01081041013930879,0.42846879656666914,14,3.963381360858244,1.9243060274747766e-4,0.009974258340073466,P29692,EEF1D,EF1D_HUMAN,Elongation factor 1-delta
Training_Young,0.8811746294734775,17.032640934701718,4.239534676318143,1.6924415236819037e-4,0.009822587429465669,0.5719858725519007,4,4.1835232867852215,1.9492456757644067e-4,0.009974258340073466,Q96AG3,SLC25A46,S2546_HUMAN,Solute carrier family 25 member 46
Training_Young,-0.5819283183844597,18.417661773956095,-4.033611326609406,1.839146385303899e-4,0.00995995342781532,0.7028332934930024,3,-4.0006631996229345,2.0273585972263643e-4,0.009974258340073466,P08651,NFIC,NFIC_HUMAN,Nuclear factor 1 C-type
Training_Young,0.6117552602484153,20.072483301556836,3.9631918873774374,2.1494326675019004e-4,0.010322161878253445,0.5439340423815313,7,3.9730688993041876,2.066038158669489e-4,0.009974258340073466,Q9UL46,PSME2,PSME2_HUMAN,Proteasome activator complex subunit 2
Training_Young,-0.45886803443952573,24.536769202835565,-3.948310715873421,2.035675180513397e-4,0.010241384896249543,0.5410912451924963,5,-3.94051851202558,2.0769870656092403e-4,0.009974258340073466,O14880,MGST3,MGST3_HUMAN,Microsomal glutathione S-transferase 3
Training_Young,0.24835936820380056,22.780696352614576,3.847376259116852,2.843636922173312e-4,0.011687013985138982,0.23540059734156848,16,3.9055873562553405,2.3329731452794702e-4,0.010630008062182094,Q14974,KPNB1,IMB1_HUMAN,Importin subunit beta-1
Training_Young,-0.424772979005823,17.949069816793052,-3.958553958873134,2.1137473466601594e-4,0.010322161878253445,0.5437703272681151,4,-3.925755589686223,2.3375471358559057e-4,0.010630008062182094,P50402,EMD,EMD_HUMAN,Emerin
Training_Young,0.19676140498384953,21.485594461126226,3.8362497950302807,2.949571551564509e-4,0.011687013985138982,0.20198994975519025,36,3.901547995167392,2.364459909713954e-4,0.010630008062182094,P07814,EPRS1,SYEP_HUMAN,Bifunctional glutamate/proline--tRNA ligase
Training_Young,0.26757757381425407,23.684780525636413,3.8402860768823555,2.9107119935584526e-4,0.011687013985138982,0.21410345187629876,24,3.893702114943014,2.4267889529570153e-4,0.010635727297689496,E9PAV3,NACA,NACAM_HUMAN,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form"
Training_Young,0.39275536855024384,21.563567808245065,3.8562048052917697,2.7621878503611137e-4,0.011687013985138982,0.26195208393198666,13,3.883381083245397,2.5111880667819846e-4,0.010635727297689496,O43852,CALU,CALU_HUMAN,Calumenin
Training_Young,-0.5078427635742244,22.377918316017247,-3.859695811231912,2.730602750121752e-4,0.011687013985138982,0.2724611294976951,14,-3.8827143288125514,2.516736227564954e-4,0.010635727297689496,P21397,MAOA,AOFA_HUMAN,Amine oxidase [flavin-containing] A
Training_Young,0.6108800669729995,27.08194341913435,3.84984564090237,2.820626030231938e-4,0.011687013985138982,0.24282350839049283,8,3.8622339132317025,2.693005898528311e-4,0.011157493065863375,O14558,HSPB6,HSPB6_HUMAN,Heat shock protein beta-6
Training_Young,0.7942615897176033,20.23353769295833,3.873173542030224,2.96922044363081e-4,0.011687013985138982,0.24589769234342018,8,3.8881190546633175,2.809911689712052e-4,0.011417968077618397,A5YM72,CARNS1,CRNS1_HUMAN,Carnosine synthase 1
Training_Young,-0.4562906513996907,25.411362020591955,-3.8014983871306067,3.305363196037133e-4,0.012698604424048115,0.0980122335174256,11,-3.820845138097428,3.0860731746365657e-4,0.012058283282520945,P19404,NDUFV2,NDUV2_HUMAN,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"
Training_Young,0.2912282086985414,26.250789796511995,3.772368892256094,3.634945931789918e-4,0.013242484058400165,0.011296448105531987,25,3.817077927407903,3.124463124995633e-4,0.012058283282520945,P07437,TUBB,TBB5_HUMAN,Tubulin beta chain
Training_Young,-1.2968591328265617,22.324231709831075,-4.195176235990498,2.9867428073710605e-4,0.011687013985138982,0.36910852432056007,1,-4.163233555093179,3.14965945320901e-4,0.012058283282520945,Q8WYA0,IFT81,IFT81_HUMAN,Intraflagellar transport protein 81 homolog
Training_Young,0.6130282486146612,18.709204537966794,3.7995635575606386,3.366021609393181e-4,0.01270072082258534,0.08957414638869032,9,3.8138133470959272,3.1957589390495646e-4,0.012058283282520945,Q9BUF5,TUBB6,TBB6_HUMAN,Tubulin beta-6 chain
Training_Young,0.30207570577771037,23.533039084482287,3.8331419014622843,2.979831591946876e-4,0.011687013985138982,0.19266787722232426,5,3.800883628951747,3.2947679914482365e-4,0.012213762747245832,P23327,HRC,SRCH_HUMAN,Sarcoplasmic reticulum histidine-rich calcium-binding protein
Training_Young,0.44352943976309334,22.781547102723977,3.764274798265924,3.7319732195629227e-4,0.013365524428705856,-0.012726859419791126,22,3.7915574594680588,3.396844509764844e-4,0.012375055946781233,Q04446,GBE1,GLGB_HUMAN,"1,4-alpha-glucan-branching enzyme"
Training_Young,0.548187624609735,18.18683746022571,3.798392334947335,3.604822079332627e-4,0.013242484058400165,0.07504329727134529,6,3.8011795524576084,3.550591522300647e-4,0.012715932011222487,P00492,HPRT1,HPRT_HUMAN,Hypoxanthine-guanine phosphoribosyltransferase
Training_Young,0.6693682908784488,21.348361789224576,3.70914119214388,4.461932963865781e-4,0.015713440587747325,-0.1755201110841922,9,3.7227726447938903,4.2489153623420005e-4,0.014963263601047746,P42330,AKR1C3,AK1C3_HUMAN,Aldo-keto reductase family 1 member C3
Training_Young,-0.8716542849067892,22.975117153258346,-3.6962369266683313,4.65151769962285e-4,0.01611255229393948,-0.21340808829079716,31,-3.712372237771374,4.394337740455276e-4,0.015221697779642619,Q702N8,XIRP1,XIRP1_HUMAN,Xin actin-binding repeat-containing protein 1
Training_Young,0.2534421892468366,21.25718990476849,3.6418267075227915,5.538896889988585e-4,0.017555876936809246,-0.3722522947337268,22,3.693342503514334,4.6728195094108515e-4,0.015761279289436093,P45974,USP5,UBP5_HUMAN,Ubiquitin carboxyl-terminal hydrolase 5
Training_Young,-1.0712185275639534,21.34073674832796,-3.6813075331392553,4.932955439734788e-4,0.016544975943110486,-0.25828600907620114,9,-3.6949058002592277,4.699292925861211e-4,0.015761279289436093,P08572,COL4A2,CO4A2_HUMAN,Collagen alpha-2(IV) chain
Training_Young,-0.3063039884232843,27.468322505319314,-3.6387564689853487,5.593506623620957e-4,0.017555876936809246,-0.381171328458648,20,-3.678085836252099,4.90818279585681e-4,0.016204672261946,P21796,VDAC1,VDAC1_HUMAN,Voltage-dependent anion-selective channel protein 1
Training_Young,-1.6632255306697523,20.983084137472794,-3.676003858265843,5.252945674031861e-4,0.017342928451920817,-0.2793632772593462,1,-3.6834969013072,5.101949264342949e-4,0.01646811282005121,P17948,FLT1,VGFR1_HUMAN,Vascular endothelial growth factor receptor 1
Training_Young,0.2896693737016989,20.748296805895155,3.624880192477502,5.846790575708731e-4,0.01764314742640508,-0.4214225030266503,29,3.6634939573971277,5.143849721360056e-4,0.01646811282005121,Q14203,DCTN1,DCTN1_HUMAN,Dynactin subunit 1
Training_Young,0.4373199466407165,19.167030851322455,3.7006384769615446,4.799491986363549e-4,0.016356978334171254,-0.21462750837195887,3,3.6692908279624725,5.27439965312978e-4,0.01663403950307944,P20340,RAB6A,RAB6A_HUMAN,Ras-related protein Rab-6A
Training_Young,-0.32680238711235887,24.144032164431426,-3.631213950730564,5.729852729384959e-4,0.017555876936809246,-0.40306212838917244,10,-3.6498417599798576,5.374088761715481e-4,0.01669919051986002,Q8TCA0,LRRC20,LRC20_HUMAN,Leucine-rich repeat-containing protein 20
Training_Young,0.23035932525899838,22.57123920408731,3.578316078491717,6.779032056040135e-4,0.0188474930715958,-0.5557758608867607,19,3.635397657136718,5.628372659246756e-4,0.017038001000261704,Q99832,CCT7,TCPH_HUMAN,T-complex protein 1 subunit eta
Training_Young,0.28627147352643334,21.140922616629144,3.591369126950304,6.504324798048951e-4,0.01882690177846224,-0.5182252938154761,21,3.633196514360272,5.66811653171947e-4,0.017038001000261704,Q92499,DDX1,DDX1_HUMAN,ATP-dependent RNA helicase DDX1
Training_Young,-0.5358435291365566,22.520143039490545,-3.62053297140535,5.928364729175393e-4,0.01764314742640508,-0.43401251605199587,7,-3.6294730082404025,5.735958130011581e-4,0.017038001000261704,P17568,NDUFB7,NDUB7_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7
Training_Young,0.5440052050402038,18.42268801506974,3.6342629425949755,5.732870367438893e-4,0.017555876936809246,-0.39478417171442715,4,3.6288468544323447,5.805660539606449e-4,0.017038001000261704,P31949,S100A11,S10AB_HUMAN,Protein S100-A11
Training_Young,0.30393408435469027,22.967439474171556,3.644050291607148,5.49966437534082e-4,0.017555876936809246,-0.36578982485670775,5,3.6180077237558494,5.949748896418523e-4,0.017185482845390183,Q13885,TUBB2A,TBB2A_HUMAN,Tubulin beta-2A chain
Training_Young,0.339716951952159,23.00185269870044,3.581218279303078,6.717015297861576e-4,0.0188474930715958,-0.547434486333537,20,3.6143999349300477,6.018578942540812e-4,0.017185482845390183,P10636,MAPT,TAU_HUMAN,Microtubule-associated protein tau
Training_Young,0.530237173204867,29.53607630924914,3.5864939491223784,6.605661137115689e-4,0.0188474930715958,-0.532260289397156,18,3.6076205143648257,6.149975692656863e-4,0.017186297470785407,P04792,HSPB1,HSPB1_HUMAN,Heat shock protein beta-1
Training_Young,-0.5195153707764959,23.703505793630796,-3.6011346650501643,6.305772555931563e-4,0.01850569084817138,-0.4900749397590145,6,-3.6060127108479154,6.181536241266876e-4,0.017186297470785407,P56556,NDUFA6,NDUA6_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6
Training_Young,-0.3361027108028978,20.639743682734608,-3.5706089495603544,6.946381485095389e-4,0.019029424469528038,-0.5779062562717057,8,-3.579525889330925,6.724200169040235e-4,0.018245896144640762,Q9BR39,JPH2,JPH2_HUMAN,Junctophilin-2
Training_Young,0.3634675779678602,22.706330251221797,3.559864179016815,7.186262050996951e-4,0.019029424469528038,-0.6087077330503687,9,3.573441131255057,6.855120565246758e-4,0.018245896144640762,P67809,YBX1,YBOX1_HUMAN,Y-box-binding protein 1
Training_Young,0.34090798602877825,20.94813460660993,3.5414603044178885,7.615548243634568e-4,0.01915673028428553,-0.6613258557822848,15,3.571370469621161,6.900223815723951e-4,0.018245896144640762,P14868,DARS1,SYDC_HUMAN,"Aspartate--tRNA ligase, cytoplasmic"
Training_Young,0.44260582679391547,19.179107995576402,3.5580462080065067,7.297129102301232e-4,0.019029424469528038,-0.6135735996457665,10,3.5740397685012013,6.90805343857672e-4,0.018245896144640762,Q9Y285,FARSA,SYFA_HUMAN,Phenylalanine--tRNA ligase alpha subunit
Training_Young,0.47305446318280886,26.702405982757558,3.5494258859733674,7.426833137833252e-4,0.019029424469528038,-0.6385732797656498,10,3.5646958442735284,7.047540966729444e-4,0.018295316816747096,Q9UBY9,HSPB7,HSPB7_HUMAN,Heat shock protein beta-7
Training_Young,0.29091046082886507,24.692024049439688,3.5473797225747417,7.474880411598803e-4,0.019029424469528038,-0.6444210190287238,9,3.561307586513881,7.123464351454702e-4,0.018295316816747096,P22392,NME2,NDKB_HUMAN,Nucleoside diphosphate kinase B
Training_Young,-0.38211428443639406,24.00583250197628,-3.534977009999363,7.772502987188114e-4,0.01932152801403351,-0.6798200238965606,13,-3.55851967537174,7.186518200615282e-4,0.018295316816747096,O75489,NDUFS3,NDUS3_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial"
Training_Young,-0.5640285807442922,22.692088954946474,-3.5497277674932017,7.419769378416695e-4,0.019029424469528038,-0.6377103466234173,5,-3.5518972241291267,7.338432669283827e-4,0.018459652654996102,O75251,NDUFS7,NDUS7_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial"
Training_Young,0.3514369410209319,24.50678570247388,3.56629306521722,7.041804715066235e-4,0.019029424469528038,-0.5902855623039285,4,3.539070674301883,7.641393107845029e-4,0.01899560427867829,Q00765,REEP5,REEP5_HUMAN,Receptor expression-enhancing protein 5
Training_Young,0.20715941729566723,26.344461960250005,3.454650440225684,9.990473986242756e-4,0.022945512535794504,-0.9071172679776645,21,3.5166386661640003,8.200015980792455e-4,0.020147248566760995,O00499,BIN1,BIN1_HUMAN,Myc box-dependent-interacting protein 1
Training_Young,0.29678425217067783,18.98452692748479,3.5149960055687615,8.431715658655601e-4,0.020716529286906146,-0.7345779792966409,7,3.5144653018212773,8.409593243766168e-4,0.020424678763307946,P09497,CLTB,CLCB_HUMAN,Clathrin light chain B
Training_Young,-0.5514471902313538,22.265405833754123,-3.4980731565906686,8.72612652876106e-4,0.021193454431347264,-0.7846708665585762,5,-3.5000447509819734,8.637989905788784e-4,0.020740991671513297,O95139,NDUFB6,NDUB6_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6
Training_Young,-0.3910177964171915,26.138426408538628,-3.4599040904531537,9.828742154205522e-4,0.022945512535794504,-0.89235635022954,11,-3.47816922462661,9.249380562038432e-4,0.021389432844550724,Q9Y277,VDAC3,VDAC3_HUMAN,Voltage-dependent anion-selective channel protein 3
Training_Young,-0.3391602076331601,17.581289003874293,-3.499709116143612,9.109746902865493e-4,0.021873744551994076,-0.7768122436909195,6,-3.49088396886342,9.317986724104668e-4,0.021389432844550724,Q9NR19,ACSS2,ACSA_HUMAN,"Acetyl-coenzyme A synthetase, cytoplasmic"
Training_Young,0.34243620580064515,19.869565598999653,3.45326381764019,0.0010404493627560471,0.02363945702691965,-0.9045840912700944,16,3.486861943853317,9.340747693743965e-4,0.021389432844550724,Q8N3D4,EHBP1L1,EH1L1_HUMAN,EH domain-binding protein 1-like protein 1
Training_Young,-0.8557246463323054,21.34651629897381,-3.4594711325417946,9.92825371798147e-4,0.022945512535794504,-0.8921149463724589,18,-3.475105301033996,9.420234858334087e-4,0.021389432844550724,P00325,ADH1B,ADH1B_HUMAN,All-trans-retinol dehydrogenase [NAD(+)] ADH1B
Training_Young,-0.9502802765055982,28.250741217454202,-3.457886727492762,9.89055014126144e-4,0.022945512535794504,-0.8980261900875455,12,-3.4716989614357807,9.437942795103068e-4,0.021389432844550724,P10916,MYL2,MLRV_HUMAN,"Myosin regulatory light chain 2, ventricular/cardiac muscle isoform"
Training_Young,0.3018163834363783,25.747874835796996,3.434027323787695,0.0010650068544838793,0.023687994563415127,-0.9649170524494881,21,3.4690761612597742,9.515412623699802e-4,0.021389432844550724,P68363,TUBA1B,TBA1B_HUMAN,Tubulin alpha-1B chain
Training_Young,-0.848722851479117,20.041210618749062,-3.4461290029179024,0.0010535062882723063,0.023681476458716842,-0.9271369034516637,26,-3.462308234824624,9.98099789727207e-4,0.0221998405862483,P11047,LAMC1,LAMC1_HUMAN,Laminin subunit gamma-1
Training_Young,-0.5106558358413018,21.250562492725575,-3.426435429230907,0.0011091887407446673,0.024195094645576495,-0.9819962302669367,7,-3.4349304384263597,0.0010762895688328658,0.02368958186399839,Q96AN5,TMEM143,TM143_HUMAN,Transmembrane protein 143
Training_Young,0.4293544476813729,16.625780315034504,3.456651603452686,0.0011107071370662187,0.024195094645576495,-0.9041667932384696,4,3.4282820627292945,0.0012028533898910281,0.026202363018966418,P26639,TARS1,SYTC_HUMAN,"Threonine--tRNA ligase 1, cytoplasmic"
Training_Young,-0.8203367965643871,20.950733898188304,-3.380358037726615,0.00128834111641593,0.0272226477898686,-1.1081661687155266,40,-3.395007495340367,0.0012272545307818487,0.026461110444306594,P35555,FBN1,FBN1_HUMAN,Fibrillin-1
Training_Young,0.24003838852430093,20.839473790219127,3.3499819524100976,0.001378921508012178,0.02801597256182435,-1.198065401533981,12,3.381179634044369,0.001248917332170053,0.026656185079548703,Q9Y3I0,RTCB,RTCB_HUMAN,RNA-splicing ligase RtcB homolog
Training_Young,0.3115810088523503,25.374810296648647,3.343400985598634,0.0014068819085351022,0.028044730874855383,-1.2161565191449641,22,3.37497679526136,0.001272927725649294,0.02689696284296958,Q9Y2J8,PADI2,PADI2_HUMAN,Protein-arginine deiminase type-2
Training_Young,-0.3807907542909881,20.8506021435235,-3.388794045819671,0.001224408322904905,0.026399742717327188,-1.0908808448833671,3,-3.361739353337678,0.001325635102579218,0.027474081892694128,Q16563,SYPL1,SYPL1_HUMAN,Synaptophysin-like protein 1
Training_Young,0.2558238389842735,23.22547632678095,3.3593050417369956,0.0013402079552074955,0.027763327542680762,-1.172394807457196,63,3.3615890305813454,0.0013262453161641274,0.027474081892694128,O75923,DYSF,DYSF_HUMAN,Dysferlin
Training_Young,-0.9583345494486721,18.021726329353665,-3.5634051212889415,0.0012453556293986296,0.026580166110296004,-0.9927022165095831,3,-3.5274655365679775,0.0013515875086205211,0.027727227239953023,P15927,RPA2,RFA2_HUMAN,Replication protein A 32 kDa subunit
Training_Young,-0.42665993085193676,24.83905060660864,-3.3367985539670952,0.001435470881947046,0.028347196014524376,-1.234282299785308,8,-3.3468303763038847,0.0013874650410697215,0.02818955415173386,O96000,NDUFB10,NDUBA_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10
